reviewText,pos_score,neg_score,sentiment
droid tends need lot charging car charger handy lifesaver work great alone mymotorola vehicle dock droid droid rapid car charger motorola retail packaging good quality,0.32,0.059,0
phone almost week day week middle row key stopped working etc told call palm india told key covered warrantyi truly wish making really loved palm fourth palm device though likely last run small real estate company work wireless telecom provider throughout nation hope device could stop carrying three device cell phone palm laptop guy could stop carrying device aroundof course took phone sprint said palm responsibility repair raised stink looked blank eye always sprint seems like business trying run customer offi called india back raised enough stink said would give one time free return repair meaning would without phone business day also gave option paying additional get refurbished replacement complete day warranty know mean nothing people honestly acted like biggest favor offering repairi effectively called liar palm india reemphasize key dont work needed something immediately dont understand made feel like criminal deal people made feel like theyre favor standing behind product customer doesnt mean anything anymorei also sure understand customer service general become bad though amazon remains good person spends phone device work longer week stop working company sold stand behind product instead looking way squirrel responsibility subsequent occurrence friend colleague told problem treo wellthere issue phone box powersync cord work returned sprint got tremendous hassle trying get replaced ended buying seidio chargercradle work fine sound pretty bad constantly adjust volume every often phone reset cant figure one also someone call callwaiting cannot disconnect active call without disconnecting incoming call word accept callwaiting call automatically mean two call run simultaneously even first party hang play heck monthly minutesalso limited nonintuitive way power phone dont get phone camera cell phone camera good placing picture cell phoneotherwise palm application work past number year expect nothing new different palm part treoall firm opinion never another palm device company stop using palm going slowly migrate away sprint contract start expiremy apology rant simply seems company become much bigger customer excuse let move without meare company provide good customer service anymore know mine try otherwise business,0.168,0.105,0
prosthick mean thickusing intermec scanning device work cant get zagg forholds signature constantly checking box lead pencilthe measurement line use sizing specific need outstandingpack ten nothing opinioncons none,0.0,0.0,0
much cheaper way prompt reasonable shipping work well ive ordered gift razr owner,0.312,0.0,0
refuse cellphone without otterbox rough remove case every phone pristine condition one complaint plasic clip case everyone ever owned matter phone model spring loaded belt clip always break third outer case done outer plastic shell still satisfied case actual phone way,0.086,0.097,1
charger exactly like original one came phone definitely good buy price,0.598,0.0,0
somewhat delayed key response uncomfortable behind ear sound output decent adjustment behind ear either fit wont,0.127,0.213,1
commuter thing hated case removed order used dock one also like rubber remove plastic part crack break commuter broke within month yes company replaced one broke also worst may stretch bother meif nothing else fantastic back case price,0.096,0.353,1
case way big bulky havent able use wouldnt allow plug adaptor need business opening around jack small impossible get bummer,0.0,0.192,1
phone case awful excited get mail opened broken never order seller awful,0.123,0.467,1
take day charge doesnt let know charging wouldnt recommend product anyone,0.0,0.174,1
dont let picture wording fool good product type fake leather wrapped around thin cardboard,0.146,0.302,1
purchased charger daughter capability charging phone car worked month died youre looking shortterm life product,0.0,0.205,1
tried two would hold charge hated charger case charge company ordered said new clearly instance still searching ear model work,0.108,0.169,1
reccomend stopped working week frustrating buy wish charger actually last,0.186,0.331,1
item great definitely work getting phone design flexible secure purchased four far want security product definitely worth purchasing,0.66,0.0,0
cheap cheap cheap worked slowly year failed threw away hubby told buy lol,0.164,0.193,1
early adopter mobile technology always seeking new wireless gadget improve productivity friend reported good success acquired one ebay unfortunately sound quality expectation continue use wired headsetmy cell phone go everywhere especially drive hence using wired headset past ten year tangling headset wire headphone get rather annoying looking forward time review bluetooth headset became positive presswhen purchased model information saw rather positive especially form factor model light easy operate intelligently turn flipping open boom however ring go around ear barely strong enough keep headset hasnt fallen constantly feel like might whenever head movingmy big complaint sound quality slight hiss also slightly noticeable electronic digitization would think problem would corrected sound much like first generation digital cell phone would recommend considering modelsprossmalllightweightconsmediocre sound qualitydoesnt hold tightly enough,0.246,0.064,0
got defective purchase item still awaiting rma seller really comfortable product wear cant comment product never worked date say bad buy rig comfortable wear say look product meet need,0.184,0.202,1
perfect case phone even big phone case make feel small easy handleit give great protection even take drop slip hand love case black patent leather make stylish case,0.429,0.05,0
put window popped time think new stiff wanted put kitchen washing dish cleaning general answer phone hear music little nervous first fineup date pop never got use couple time dont waste money time,0.066,0.051,0
color noticeably brighter picture still great case price color disappointing,0.396,0.189,0
purchased product based cnet recommendation cnet reliable source technology purchase however disappointment unit eliminate sound effectively volume control mushy microphoneon switch stay retracted resulting constantly discharging battery pair easily voice activated control worked well would purchase another would advise others avoid model,0.148,0.11,0
tried headset came nokia jabra unit good audio quality also liked unit small thus dont look like way star trek convention wearing themwhile liked jxs design trouble understanding voice command use microsoft voice command pocketpc phone speak slow clearly achieve success rate understanding command first try subsequent try understands command closer first try second trythe comfortable ear without earloop never came close falling passed head tilt test bend test earloop however could barely hear unit earloop prevents unit coming close enough earpros good audio quality people clearly hear clearly hear small le geeky headset nice look button layout charge cradle usb charging nice bonuscons remove ear loop could get unit close enough ear hear felt like might break unit connecting disconnecting cradle work well microsoft voice command show stopper picked nokia instead,0.232,0.053,0
live southern new jersey ended dead center freak storm left without power five day became determined lose power cellphone used charger test worked well fairly quickly leave plugged time ready emergency ive added ipad electronics sure ill using charger would given star thats option didnt give star find bit heavy carry around handbag,0.135,0.24,1
love otterbox love otterbox saw come review nearly dance joy know arent cheap thing like armor phone dropped phone sat threw kind stuff otterbox never scratched added itthe problem defender series screen protector portion see getting thing apart put requires supernatural skill amazing skill required get phone well yeah could even get apart put phone finger went screen protector part brokenit take little get phone maybe actually superhero little grunting lot cursing snapped screen rest decided see well could get offhahahahahaha bloody finger curse word later offits regular peel stick screen protector never bothered pick one spare buyits good case dont get wrong never used clip optionally use look like good quality wellhowever hulk hand might want look another otterbox series one mean business dont want end stitch every time need open take battery whateverso love otterbox continue buy otterbox buying series also thinking buy new case probably buy new phone sure get thing laughingrecommended need series protection phone dont need swap case remove,0.244,0.065,0
low quality charger slowly fuse soon pooped snot working anymore nothing premium deluxe rapid,0.0,0.139,1
could use product amazon includes wrong antenna product wilson electronics tell amazon continues even though wilson told many time shipping wrong antenna first time problem amazon good customer amazon computer programmed wrong product,0.212,0.263,1
bought phone rating cnet dont lasted day started crap black screen waiting icon appear unresponsive thing hate android promptly returned got full refund moved iphone,0.0,0.215,1
love thats slightly clear still see white phone fit snug bulky,0.53,0.0,0
bluetooth headset ive tried using motorola verizoncalling good voicedialing good range signal area increased static interference pretty minimal occational popsounds crackling static part guess could say lot bass volume cant made loud certainly loud enough regular call trafficother loud background noise wash callsbut thats different wired headset natice cell useage eitheri usage headset wearing leaving closed pocket charge every night never lowbattery problem day talk hr day average pocket get unflipped talking phone call cancel close though thought flip close wierd first probably best interface wouldnt want mess button wakeupconnect connect time cell second openingcomfort worst thing headset leaving hr ear sore half headset stiff plastic heavy wire inside half flimsy plastic look like would soft ear doesnt seem way doesnt seem sit nicely ear cant adjust updownbackforward see ear part springloaded keep headset tight ear goodworth money hope newer version improves comfort level,0.177,0.083,0
else say oem unit specifically geared towards sister product motorola droidsperforms excellently expected,0.255,0.0,0
cant imagine better case need purchased one first casecrown case lasted year recently cracked fall iphone suffered zero damage buy next phone,0.0,0.317,1
work first get pretty lose exactly trying avoid,0.244,0.374,1
ordered arrived day opened package came part put together dash mounting used part cleaned dash supplied alcohol pad stuck sticky base went right fast mounted holder problem getting stick correctly get went right snapped actual phone holder onto base stuck droid went right immediately went car mode face sliding dipping place realized tighten knob thing perfectsome people saying got one without car charger mine come rapid car charger dont think would ever use usb splitter use lighter plug pretty much anything usb connection splitter slot would call say didnt come charger need sure get oneoverall highly recommend mount disappointed,0.075,0.091,1
headsetrelies entriely sticking hour ear nothing aroundthe earlobe head stabilize ita stiff wind yawn easilty make fall carry yoour pocket two choice putit leather box bulky pocket carry auxiliry battery choice carry loose pocket latter come getting joggled pocket loose outer box get price whole unit replace looking anoterheadset looparond earlobe positive switch,0.062,0.079,1
good product issue putting nothing underneath like dust getting trapped like lil microfiber cloth came,0.135,0.354,1
battery daughter phone worked make call battery last much longer,0.0,0.0,0
purchased product dive trip fiji fiji decided take kayak camera inside waterproof case case sitting leg trip slid water water maybe deep didnt even completely submerge case way wanted take picture resort lifted case knew issue right away water came pouring outmy camera ruined day day vacation place find another camera would better putting camera pocket casedo purchase item,0.046,0.049,1
great quality product love case perfect sidekick always dyeing phone phone charged anywhere anytime thanks powerbear really like name case well star deff,0.527,0.048,0
smooth transaction exactly looking reasonable ordering room grandkids,0.0,0.0,0
ive lot bluetooth earpiece either short battery life poor reception lousy microphone aspect wasnt negotiable one wish wouldve found sooner app go along nice,0.088,0.28,1
dont understand reviewer positive experience using iphone sound staticky end thought defective unit returned next unit exactly,0.0,0.28,1
much say got box paired easily worked time would longer change volume headset suspect short regardless saying much product stop working le two week barely hour worth usage wonder motorola doesnt make good product anymore sure would great working headset,0.207,0.136,0
nice sturdy construction charge sg quickly plugin home charger even using phone gain charge quickly happy purchase,0.414,0.0,0
bought christmas gift coworkers perfect gift since everyone us cell phone,0.543,0.0,0
use bluetooth headset time constantly moved different brand trying find perfect one think major plus point reception crystal clear people call never complained noise problem singly biggest issue since ive trouble call clarity headset flip design much comfortable plugintheear style easier switch push tiny power button ear talk time great case ive gone several day without charging still battery work within greater range others ive tried move away phone without staticmy gripe charger isnt regular usb connection wish manufacturer would standardize usb since literally box eversoslightlydifferent charger carry around,0.264,0.025,0
case perfect fit snap right place doesnt move one bit clear touch button least come belt clip optional put one screw hook onto case nice option want hard case clip havent tried take case phone dont know come nicely breaking process hope find either way price case hard praise,0.303,0.103,0
antiglare dont think true way fully prevent though cant beat value pack,0.094,0.296,1
dont like ear piece hear everything background window car hear car passing much,0.0,0.15,1
doesnt fit phone perfectly doesnt way edge get saying also make phone look alittle blurry yellowish wasnt really wanted overall want cheap protector phone would recommend,0.127,0.215,1
work great great price charge samsung galaxy perfectly quickly money beat,0.608,0.0,0
ordered needed something use homework could listen music able take call time received shipment excited finally get took quite time receive month first thing noticed cord even length side uploading picture quite annoying needle say get pay still use one earbud,0.054,0.098,1
motorola brand cool blue match civic console light like hasnt failed yet get charge device today,0.366,0.0,0
isnt precise writing tip broad best get broad pen font like writing piece chalk also maybe way write letter fail fully form writing look like writing ink pen running ink great pointing selection touch screen,0.284,0.075,0
older version charger little larger hold slightly le charge absolutely love thing cant tell often gotten phone long day either traveling day unable get wall outlet battery charge phone three time mileage may vary ive also used flight ipad definitely must item youd lost without phonethe warning give battery tends get hot imagine thats typical device since ive never heard another really cant say hot seems dangerous try make sure breathing room charging doesnt overheat,0.134,0.063,0
charger cheap fulfills purpose sufficient quality last duration likely need,0.182,0.0,0
dont think work well use one phone wouldnt recommend buy,0.0,0.329,1
love everything multifunctional convertible mobile phone headset stereo headset used mobile phone listen music talk skype used laptop also music skype video conferenceit tough headset time drop step headset broke slider pop back still working like charmthe music sound quantity best market great running taking train work,0.244,0.104,0
purchased set droid seems work great bit tricky get make sure wipe screen clean lint dust get stuck screen protector anything like annoyed managed get protector one minor piece lint edge screen small air pocket edge screen didnt seem away matter hard tried eventually dissipated sadly today dropped phone hard concrete floor lucky screen protector scratch screen outer case didnt fair well would buy another pair need,0.171,0.198,1
unfortunately didnt fit application purchased got none le well made sturdy,0.0,0.441,1
work ipad iphone lease iphone beware usb cable,0.0,0.0,0
didnt feel like trying return didnt work highly let didnt work,0.0,0.174,1
get new phone needed different car charger store charged thirty five buck course said knew amazon would cheaper ever right paid lot lot le shipping handling deal course work learned long time ago buy motorola accessory aftermarket company product never seem last youre thinking getting car charger suggest getting one even think youll never need one price worth keeping one glove box emergency still call glove box,0.051,0.062,1
bought blt case use motorola headset fit headset nicely design case prevent multifunction button pushed case squeezed even though recess case cover youd think would prevent result often find pairing light battery close drainedif going clip case shirt pocket might though even tension elastic case enough push headset button case put inside briefcase purse probably reconsider,0.125,0.038,0
great product screen iphone unprotected protects dirt scratch side put exactly side lift difficult put correctly,0.258,0.298,1
delivery quality fine problem ordered wrong droid phone protector dont fit cost effective return,0.085,0.492,1
even seemed flimsy first got stuck trying figure worked get unstuck thought problem solved wrongafter using couple day completely stuck longer functional pretty upset husband really wanted work vehicle searching another one hopefully dont run problem,0.167,0.25,1
using battery backup ipod touch ive found extremely convenient almost daily basiswhen fully charged give additional battery life remarkable small size attache securely feel relatively stable stand position although worry stand flimsy may break without exercising great care like stand design enhance facetimelike reviewer two complaint short usb cable fact cannot use headphone jack using device happened usb extender le annoying would buy one including usb cable bad idea hope kensington taking note review future referencethe lack access headphone jack could makeorbreak detail consumer depending upon use device example use ipod touch work environment must use headphone backup battery system much use daily basisi think people use ipod touch heavily battery backup could one favorite accessory long know need usb extender wont able use headphone timeedited add since wrote review realit pointed headphone jack located top iphone use headphone using battery backup thanks pointing realit,0.124,0.126,1
bought hope would help keep cord situation control car however two short month cord shorted ended buying different one,0.248,0.0,0
yesterday wrote review product also emailed seller issue received email woke morning find refunded money compensate trouble though didnt like product much didnt look like picture quick find resolution appreciate would future buy,0.07,0.179,1
cord shorter expected reason giving product week use charge phone anymore disappointed,0.155,0.2,1
ordered cell phone amazon motorola checked account next day weird message told approved instructed cancel order puzzled directed later day went got great deal free phone local membership warehouse storelater day checking email found one amazon explains sometimes cell phone approval slow included followinguntil resolved possible information theyour account section amazon site incorrectly indicate thatthis order requires attention may direct cancel pleasedisregard get informationwhatthey tell cancel order knowing incorrectwell followed screwy direction lost order alot goodwill partamazon successful must know kind behavior make wonderto new cell buyer beware incorrect message,0.239,0.123,0
adapter let use charger mini usb connector phone take micro usb connector result dont trash old charger long voltage wattage output compatable newer phonejust plug youre done,0.0,0.0,0
split ring strap worked perfectly attaching mini usb drive keychain probably wouldnt strong enough hold cellphone camera literally perfect holding usb,0.276,0.094,0
screen protector arent best people tendency bubble even really careful,0.143,0.254,1
looked like used broken got paint job horriblei would never get,0.171,0.212,1
worked fineexcept car charger piece crap fell apart le month wouldnt charge fiancee phone stuff pinch drop extra get something last work,0.0,0.19,1
need use yet construction appears solid usb end power supply emergency device dont intend use much,0.088,0.143,1
received unit promotion special bought icarrier observation made putting unit pacesproswill charge smartphone least two time overautoshut device full unit shuts conserve batterybuitin flashlight laser pointerfour led light indicate battery statusslim enought fit pocketconsplastic body constuction probably crack droppednot enough juice charge power hungry tablet fullone button accidently keep turning laser pointer meaning turn unit onoffthis would five star able multiple button control device flashlight laser pointer also could increase capacity mah solid product,0.115,0.0,0
weve used car power adaptor charge mobile phone headset nothing exciting work easy get car receptacle charge device quickly like cheap oem product one fit bill,0.156,0.157,1
worked one day ruined cord connected two others thought cord connector cheap useless get pay,0.0,0.378,1
cant say enough nice thing device desire standardized userchangeable battery wont buy another headset battery give come think bigger robust storagebag wouldve nice stereo function work well serious audiophiles,0.199,0.165,0
external battery mobile device great backup power wall outlet available work great quickly charged iphone three time like design new trent product flashlight feature handy,0.319,0.054,0
ive dual car charger adapter failed couple month one included test run never buy another likely car kill thing still shud accountability kensington manufacturer anyway worked great one port wasnt fried ipad port decided didnt want work anymoreimho price much much little lasted,0.078,0.176,1
horrible product pain install bunch bubble well screen look like piece saran wrap waste money,0.19,0.397,1
purchased cable nathan norris please please please save money buy cable mine stopped working little month unfortunately outside timeframe return stuck usb cable thats completely uselesssave money dont buy,0.265,0.158,0
listed replacement att captivate battery even close fitting phone immediate return waste time star amazon though processed return charge,0.079,0.13,1
let preface saying audiophile blessing cursebefore writing review listened citizen steely dan disc first album bruce hornsbys intersection art blakey jazz donald fagens morph cat gnarl barkley odd couple finally scott walker scott say sound great gentle reserved quietly confident feel like hearing album headphone interpretation album earpiercing high earth shattering low drowning signal competent clear reproduction artist intended sound open bit higher volume like headphonesspeakers want something little punchy low volumeetymotic really stepped industrial design design product packaging beautiful productnow downside plug little big microphone twice size would still way big dangles uncomfortably compared apple microphone ginormous getting plug seated ear also difficult important note headphone sitting wouldnt want walk around themthat said headphone great earn star new everyday headphone unseating cxbs,0.233,0.089,0
bought two first one broke couple month infrequent use using second one shoddy quality,0.0,0.177,1
motorola floundering cell phone market came razr worldwide made fashion technological statement catapulted manufacturer dismal afterthought leader cell phone market released candy bar equivalent slvr improved razrs line stylish clamshell pebl review motorola peblafter using pebl day first thing impressed sound quality recently played sonyericson palmone nokia samsung phone must say motorola sound best first volume earpiece loud enough hear walking busy new york city street car truck bus creating deafening noise second volume control button well placed allow easily adjust level third best phone intelligent enough filter much loud background noise person youre speaking hear without struggling make youre saying found nokia good palm samsung sonyericson phone dont well sony ironically back pack also noteworthy speakerphone loud office phone speaker plenty loud example participate conference call driving background noise reduction virtue phone impressed also voice recognition based solely spelling contact phone recognize youre saying able voicedialit may seem odd make fuss sound quality age smart phone designer recently explained form follow function let pebl first foremost good phone add bell whistle later attention principle earned pebl five star mea note carrier gsm worldwide use phone overseas well usa however limit state tmobile cingular used feel tmobile sound better cingular better coverage tradeoff carrier offer day trial period test network performance recommend use trial dont hesitate bounce back forth keeping numberi four major pro pebl motorola pioneering cell phone market making latest model quadband gsm mean phone work well usa mhz well rest world mhz gsm phone triband theyll work great performance abroad touch phone performing poorly indoors none others nokia ericson samsung etc offer quadband gsm standard motorolas recent offering could find quadband phone massive pda smart phone battery life cell phone give estimate standby time talk time realistic factor long thing last charge average person answer day moderate use call day totaling minute needed charge phone day usb port phone connection world via standard miniusb port charger fit plug computer standard usb miniusb cable cable connects digital camera certain player least one dont use overpriced proprietary cable chance already one cable plug two thing happen phone start charge usb detect new device download driver motorola didnt get phone addition phone driver phone tool application let synchronize contact list calendar outlook simply backup phone content synchronize photo ringtones sm message well here best part phone also modem make sure data plan connecting internet longer need hot spot gprs give little speed dialup edge take phone alarm built fact several name turn phone night alarm still work ask want turn phone silence itother noteworthy item screen good camera produce reasonable image video enough memory snap shot phone highest resolution nice touchand three con longest time cared much motorola contact management interface nearly phone allow multiple number address per contact motorola hasnt caught yet contact multiple phone number contact exist multiple time make dialing slower motorola phone youll scroll longer contact list searching number nearly intuitive nokia phone brand phone allows assign custom ring tone certain member address book however contact custom ringtone phone doesnt differentiate call text message contact custom tone sends text phone might play entire minutelong song rather quick beep beep annoying middle night avoid using custom contactring tone assignment youll avoid problem shiny dialing surface screen pick grease face require regular cleaning want avoid phone looking ickyin conclusion happily surprised pebl sexy phone sound great perfect phone audiophile person want device work without cope secondary bell whistle phone day historically motorola known producing good hardware virtue clearly stated pebl intend use fancy feature modern cell phone sm mm etc word plan use software feature expect le intuitive brand phone much motorola known producing excellent hardware menu navigation bewildering time think get folk designed hardware redesign software interface moto range would dominate end good phone solid small light enough fit comfortablty pocket work,0.195,0.036,0
isnt much say except cable work advertised convenient traveling tend lose,0.0,0.213,1
charger purchased expectation would charge phone fast met expectation forgot charge phone going bed next morning got car plugged phone using charger time reached destination min away home phone half way charged met expectation would consider using seller item arrived condition time time described,0.031,0.04,1
nicest cover ever used blackberry torch completely cover everything work perfectlysoft hard thank,0.333,0.082,0
love bright blue led charger work flawlessly galaxy probably purchase another one soon,0.471,0.0,0
love battery life look size found sound inferior bottomoftheline frequent staticand topperwhenever blue light side blink instruction say stop five minute disabled holding two volume button lie maybe twentysomething year old designer thought way cool walk around big blinking led side head cant use business setting going back,0.117,0.088,0
heading get pay one two supplied battery died four month use let see long second one life,0.0,0.25,1
htc evo stated require amp charger htc evo output device multiple rental vehicle used insufficient charge phone using gps mode seem slightly retard rate battery would otherwise drain though,0.0,0.1,1
price alright came scratch use white iphone really cant see scratch black iphone see scratch inside sharp could see scracthing metal bandfor price though bad said never use,0.063,0.111,1
thanks quick delivery time actually quality note pad mom love replacement gift another brand another company work one awesome,0.485,0.0,0
update review state thing snap normal use dont buy sound great break normal use short samsungs warranty doesnt cover obviously defective design well someone sue language written warranty cover defect surely defect see many people problemsince samsung wont stand behind boycotting samsung product goand here repair themgorilla glue really good gluea piece flexible metal looked around part box found sort bracket strip thing metal cut bit big bent cover top bottom band gorillaglued hr put black duct tape around repair job lasted several month actually cut small part broken band near snapped thin face wanted slightly tightersnugger fit thats ive got nowthe headphone still uncomfortable wear hour others said dig ear like gym around home bluetooth headset voice call phone cant wear hour timefinal update sep keep breaking new place sixth break headband today ive given trying repair found pair headphone longer use traditional overthehead band took earpiece used gorilla glue blue samsung earpiece fit comfort issue gone wont break either cable earpiece isnt long enough right put behind head thinking cutting wire splicingsodering piece cable around band overthehead altho require skill wire inside cable thin,0.122,0.092,0
like watch anime download comp sound listening computer speaker cord work great,0.398,0.0,0
marking legit samsung product cord stop working day upset inexpensive maybe spend little buy better product amazon work worked well,0.245,0.183,0
enjoyed lasted issue item servicejust need replace another pair since someone decided make ownknow thief among,0.159,0.164,1
bought husband like work jut fine one vehicle drive,0.381,0.0,0
best bluetooth clear comfortable others tried hurt ear one never like arent even wearing clear people talking well clear talking cant wrong headset,0.506,0.14,0
work great cable receptacle charge headphone phone time worked well right box,0.383,0.0,0
unfortunately came without remote controller different wall charger image described webpage amazon offer refund also came plastic bag retail packaging,0.077,0.109,1
like look fit well look good blah blah blah blah blah blah blah blah blah blah,0.385,0.538,1
item useless plug far small fit phone despite description fit phone dare doesnt fit dare us standard jack thing whatever us tiny plug ive never seen size cell phone get pay item joke,0.237,0.103,0
charge worked seems micro usb warped loose charge anything still plug separate cord unit work,0.0,0.141,1
great price recognized brand solid peformance really cool barrel charger motorola logo ligtining slick add pretty ubiquitous car charger clip coiled cable also nice help keep cable organized full length needed definite buy must anyone using phone etc car,0.374,0.0,0
zebra look like one disappoint reason got rid upgraded phone,0.189,0.205,1
arguing real fake went apple store compare almost expect vibrate loud switch gap bigger wider wonder volume button fell price,0.0,0.253,1
charge ipad iphone time plea remember use top female plug charge ipad higher charge wattage lower one,0.095,0.116,1
prosplugs phone galaxy note securely metal tip plug longer thinner plug allowing plug reach way charging port even protective cover phoneplug fall phone even phone sitting vertical docking station road bumpy great snap confidencelong cord talk charginghas cord hook make half long usingbig visable blue light ensure plugged lighter light pleasantly subtletruly motorola fake motorolaconsit doesnt taste good,0.191,0.079,0
many electronic device yet another tip igo system recommend igo anyone different brand cell phonesmp player family use one charger instead multiple charger place,0.098,0.0,0
tab break way easy broke within week use like little bulk added compared case ended dropping phone due stupid tab breaking felt safer taking case would pick phone case would pop would holding case phone ground also drop case case pop least body glove case didnt pop dropped whole reason buy case drop phone lotupdate got replacement went within week possibly le tab broken hill day latter another broken way took le stress le likely drop without case woudl find self holding case hand phone floor due case breakingtry body glove one dont care charger little sturdy handle drop,0.093,0.214,1
old battery seemed losing power quickly new battery reasonably priced replace work well,0.134,0.166,1
review jawbone eraok deal purchased jawbone era headset could thing talking phone feature like personality subscription txt mssg reader available website add absolutely nothing headsetwhen alone quiet room sound speakerphone right huge minus personally think audio quality isnt really much better bluetooth device lastly button weird spot maybe ill need get used accidentally ended one call initiated somehow managed miss button couple time hunt pretty small right need put finger order adjust earpieceregarding noise assassin wasnt able beat brute force tried driving window open running vacuum talking crowded bar every case though friend reported earpiece picking substantial amount background noiseso much fact disruptive annoying whenever said something heard fact impressive ideally though background noise would assassinated clearly isnt give sending back think jawbone still lot work better speaker better mics better noise cancelling better apps better functionality would make average product get simply average product far minimal pricelastly headset came bunch stuff reguarding earpiece ear loop isnt secure well attached headset quite hard position like everyone else included earpiece dont fit currently waiting jabra one,0.124,0.181,1
motorola razr emu micro usb adapter oem skn many miniusb connector shame use give throw away solid adapter linking charging,0.07,0.137,1
box say theyre asymmetrical aint unless mean microscopic number micron pain butt return thing arent marked correctly,0.066,0.168,1
sure called charging cable work didnt get week ordering ended getting refund didnt matter money wait time frustrating obviously ordered reason needed waiting didnt work dont waste time dollar,0.069,0.179,1
reviewer already said work well much say except need said satisfy wordcount,0.338,0.0,0
ready send jawbone era back ordered jabra ear gel wear jawbone day aliph include jawbone headset intend tell jawbone era awesome,0.258,0.0,0
used car charger last month far well nice retractable cord retracts push button,0.308,0.0,0
worked great month cracked broke order another one guess waste money,0.232,0.316,1
son bought wall charger extra battery droid incredible phone wouldnt run battery inopportune time lost battery replacement battery work fine take along afraid phone battery die change battery,0.055,0.188,1
use outdoor theater connect bose portable place directly screen need foot away better longer cable case outdoor theater sound fantastic,0.265,0.0,0
imho slightly better moto smaller lighter boom smaller thats issue equal imhonow problem people cannot hear sound muffled away phone wearing bluetooth look mirror see boom touch cheek beard itll touch note small hole inside boom get sound anything touch impede voiceits like putting towel regular phone talking someone need puffy cheek problem happen unless narrow face chance happen youll blame bluetoothto fix get either neoprene tubing sticky foam one end mole skin cut small piece put hinge near boom smaller piece needed top make space cheek boom people hear still able close boom,0.085,0.094,1
researching way boost cell signal found reading many review realized issue weak cell signal fixed easily permanently cell phone use wifi make receive call text data weak cell signal common problem concrete metal building shielding signal many live area cell signal weak always access wifi home office republic wireless solved problem two year ago us voip calling backed sprint cell verizon roaming also work world wide wifi month service unlimited contract unlimited call text plan month unlimited cell text data month use phone moto moto need republic proprietary software work rate using month worked perfectly,0.112,0.126,1
super excited recieve case disappointed arrived pattern different one picture cheap feelinglooking case guess thats get buck,0.269,0.132,0
pro highly protective case used harsher condition light rainsnow due builtin screen protection rubber cover port screen protection good optical clarity minimize degradation retina screencons rubber outer case get soft time fit hard plastic inner shell open port loosen bulky builtin screen protection wear scratch time may degrade visual quality retina screen,0.127,0.17,1
bought set adapter specifically trip europe two different europe plug took worked everywhere wenti used adapter primarily denmark norway worked great gave problem charging ipod iphone ipad camera battery etcnote number plug number correspond cardboard insert let know use plug would better plug information least number didnt see first put number themi undoubtedly keep using adapter future trip ill keep updatedupdatehave also used thailand worked great,0.207,0.07,0
boxwave provides good protection samsung galaxy note doesnt provide near much bulk livitech defender double layer hybrid hard case still would recommend samsung oem case,0.233,0.048,0
money great use home based business get year worth abuse month case one last month wire develop break normal price toss bad replace cheap,0.178,0.228,1
greati buy older car nowadays car come usb conector worked pretty well,0.346,0.0,0
charger low price also low quality ended buying name brand charger dollar ive using month problem,0.0,0.347,1
pleased item got back quickly gift however cannot give star rating product never worked,0.326,0.0,0
work well keep cord way good job saving space armrest,0.385,0.0,0
job better retractables bad thing say required put minimum amount word,0.188,0.227,1
come adapter work iphone usb cable good multiple device single device power case work,0.182,0.0,0
pay verizon store verizon store cant get belt clip samsung galaxy note,0.0,0.113,1
holy moly piece garbage got cheapestdumbest iphone case ever made let begini iphone gig phone thing wanted cheap black case wasnt concered protection whatever something cover one look good look pic look nice right wrongits cheap piece bended metalplastic phone fit kinda sure doesnt feel secure like rounded piece plastic whereas phone youll observe squared edge part really bugged doesnt fit snug see main photo one see back phone see apple symbol back phone line nice flush back lie flush there like huge gap back phone back case feel terriblemost port accessible thing good luck using volume switch side iphone cant case roundededge thing going prevents fingertip getting side switch dumb designseriously know youre looking cheap case aint believe tell spend buck get something youll actually use enjoy utter garbage,0.185,0.063,0
lot option come stylus great short lived stylus looking something cheap rubber tipped stylus everywhere one worked great tip rubber covered mesh size nice much longer stylus giving comfortable natural fit hand dont get wrong work great slide across screen nicely without leaving smudge mark mesh cover tip come apart rip time purchased matter month finally upgraded wacom still overly happy,0.45,0.0,0
great body case provide good protection adding bulk easy put fit perfectly highly recommended,0.7,0.0,0
